MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,SPP_NAME,CLUSTER
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3578
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,MID ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3579
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - BETWEEN 29°25' N. LAT AND 25°20.24¿ N. LAT.,"MACKEREL, KING",3580
ACL,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3581
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - WESTERN ZONE,"MACKEREL, KING",3582
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - NORTHERN ZONE,"MACKEREL, KING",3583
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3584
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SOUTHERN SUBZONE,"MACKEREL, KING",3585
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - NORTHERN ZONE,"MACKEREL, KING",3586
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - NORTHERN ZONE,"MACKEREL, KING",3587
MULTI-REGION ACT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3588
ACL,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3589
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA EAST COAST SUBZONE,"MACKEREL, KING",3590
IGNORABLE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,NET,GULF OF MEXICO,ALL,"DRUM, RED",3591
IGNORABLE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,NET,GULF OF MEXICO,ALL,"DRUM, RED",3592
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,WAHOO,3593
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,SOUTH ATLANTIC,ALL,WAHOO,3594
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,DOLPHIN,3595
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,SOUTH ATLANTIC,ALL,DOLPHIN,3596
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,WAHOO,3597
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,MID ATLANTIC,ALL,WAHOO,3598
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,DOLPHIN,3599
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,MID ATLANTIC,ALL,DOLPHIN,3600
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,DOLPHIN,3601
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,NORTH ATLANTIC,ALL,DOLPHIN,3602
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,WAHOO,3603
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,NORTH ATLANTIC,ALL,WAHOO,3604
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,ALL,3605
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,RED DRUM PRIMARY AREA,"DRUM, RED",3606
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,ALL,3607
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,CLOSURES OF THE GULF SHRIMP FISHERY - TEXAS ZONE,ALL,3608
CLOSURE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,CLOSURES OF THE GULF SHRIMP FISHERY - TEXAS ZONE,ALL,3609
CLOSURE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,NET,GULF OF MEXICO,ALL,"DRUM, RED",3610
CLOSURE,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,NET,GULF OF MEXICO,ALL,"DRUM, RED",3611
IGNORABLE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,DOLPHIN,3612
IGNORABLE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,3613
IGNORABLE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,3614
QUOTA,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,NET,GULF OF MEXICO,ALL,"DRUM, RED",3615
QUOTA,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,NET,GULF OF MEXICO,ALL,"DRUM, RED",3616
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,WAHOO,3617
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,WAHOO,3618
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,DOLPHIN,3619
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,ALL,3620
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,ALL,3621
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,ALL,3622
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,ALL,3623
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,ALL,3624
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,ALL,3625
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,ALL,3626
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,3627
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,ALL,3628
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,MID ATLANTIC,ALL,DOLPHIN,3629
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,MID ATLANTIC,ALL,DOLPHIN,3630
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,MID ATLANTIC,ALL,DOLPHIN,3631
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,DOLPHIN,3632
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,WAHOO,3633
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,ALL,3634
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,NORTH OF 39° N. LAT.,WAHOO,3635
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,NORTH OF 39° N. LAT.,DOLPHIN,3636
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,ALL,3637
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,3638
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,SOUTH ATLANTIC,ALL,DOLPHIN,3639
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,DOLPHIN,3640
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,SOUTH ATLANTIC,ALL,DOLPHIN,3641
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,WAHOO,3642
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,3643
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,DOLPHIN,3644
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,WAHOO,3645
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,NORTH ATLANTIC,ALL,DOLPHIN,3646
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,3647
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,NORTH ATLANTIC,ALL,DOLPHIN,3648
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,NORTH ATLANTIC,ALL,DOLPHIN,3649
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,WAHOO,3650
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,ALL,3651
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,WAHOO,3652
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,DOLPHIN,3653
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,ALL,3654
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",3655
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,GULF OF MEXICO,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",3656
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BULLY NET,GULF OF MEXICO,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",3657
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,DIVING,SOUTH ATLANTIC,OFF BROWARD MIAMI-DADE MONROE COLLIER AND LEE COUNTIES FL,"LOBSTER, CARIBBEAN SPINY",3658
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,DIVING,GULF OF MEXICO,OFF BROWARD MIAMI-DADE MONROE COLLIER AND LEE COUNTIES FL,"LOBSTER, CARIBBEAN SPINY",3659
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BULLY NET,SOUTH ATLANTIC,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",3660
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,IN BAHAMIAN WATERS,DOLPHIN,3661
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,IN BAHAMIAN WATERS,WAHOO,3662
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,IN BAHAMIAN WATERS,WAHOO,3663
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,IN BAHAMIAN WATERS,DOLPHIN,3664
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,IN BAHAMIAN WATERS,DOLPHIN,3665
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,IN BAHAMIAN WATERS,WAHOO,3666
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,STATE-PERMITTED TOURNAMENTS,MID ATLANTIC,ALL,"MACKEREL, KING",3667
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"MACKEREL, KING",3668
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,GULF OF MEXICO,ALL,"MACKEREL, KING",3669
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CHARTER,GULF OF MEXICO,ALL,ALL,3670
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,ALL,3671
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,ALL,3672
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,ALL,3673
MAXIMUM GEAR,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,OFF FLORIDA - NORTH OF 25°20.4' N. LAT.,"MACKEREL, SPANISH",3674
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,"MACKEREL, KING",3675
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,STATE-PERMITTED TOURNAMENTS,GULF OF MEXICO,ALL,"MACKEREL, KING",3676
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"MACKEREL, KING",3677
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,ALL,"MACKEREL, KING",3678
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,STATE-PERMITTED TOURNAMENTS,SOUTH ATLANTIC,ALL,"MACKEREL, KING",3679
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",3680
ACT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,3681
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",3682
ACL,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SOUTHERN SUBZONE,"MACKEREL, KING",3683
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - NORTHERN ZONE,"MACKEREL, SPANISH",3684
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,DOLPHIN,3685
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,3686
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,DOLPHIN,3687
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,3688
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,3689
MULTI-REGION ACL,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,3690
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,NORTH ATLANTIC,ALL,WAHOO,3691
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,NORTH ATLANTIC,ALL,DOLPHIN,3692
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,MID ATLANTIC,ALL,WAHOO,3693
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,MID ATLANTIC,ALL,DOLPHIN,3694
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,WAHOO,3695
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,DOLPHIN,3696
BAG LIMIT,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,RED DRUM PRIMARY AREA,"DRUM, RED",3697
QUOTA,ONCE,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,RED DRUM PRIMARY AREA,"DRUM, RED",3698
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,3699
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,3700
